t_s,x_m,y_m,z_m,error_norm_m,score_hint
24.691152,1.729720,-0.760100,-2.684300,0.144724,57.258307
24.747913,1.740697,-0.737526,-2.681044,0.145700,57.258307
24.804674,1.754054,-0.714272,-2.679321,0.144024,57.258307
24.861436,1.763446,-0.689590,-2.676039,0.144464,57.258307
24.918197,1.772617,-0.664634,-2.672353,0.144943,57.258307
24.974958,1.781456,-0.639696,-2.670299,0.144836,57.258307
25.031720,1.788785,-0.614490,-2.666809,0.146011,57.258307
25.088481,1.800861,-0.591076,-2.663649,0.145172,57.258307
25.145242,1.808424,-0.567555,-2.659050,0.147575,57.258307
25.202003,1.819424,-0.546307,-2.654429,0.149426,57.258307
25.258765,1.829921,-0.523934,-2.651940,0.149905,57.258307
25.315526,1.842148,-0.502992,-2.646912,0.151697,57.258307
25.372287,1.851636,-0.477607,-2.642624,0.151422,57.258307
25.429048,1.860947,-0.455666,-2.638500,0.153718,57.258307
25.485810,1.866086,-0.430333,-2.634057,0.155569,57.258307
25.542571,1.874274,-0.404035,-2.630866,0.154618,57.258307
25.599332,1.882110,-0.379714,-2.628287,0.154997,57.258307
25.656093,1.886218,-0.353143,-2.626398,0.154940,57.258307
25.712855,1.891672,-0.325913,-2.624121,0.153880,57.258307
25.769616,1.898424,-0.297322,-2.623734,0.150240,57.258307
25.826377,1.904990,-0.274261,-2.619817,0.152539,57.258307
25.883139,1.909568,-0.249113,-2.615666,0.154130,57.258307
25.939900,1.917010,-0.224285,-2.613287,0.153968,57.258307
25.996661,1.920651,-0.196062,-2.611709,0.152166,57.258307
26.053422,1.924149,-0.169815,-2.610952,0.151541,57.258307
26.110184,1.929614,-0.143162,-2.610002,0.149906,57.258307
26.166945,1.931498,-0.116637,-2.608993,0.149646,57.258307
26.223706,1.937047,-0.089447,-2.608969,0.147069,57.258307
26.280467,1.940464,-0.062122,-2.606846,0.146001,57.258307
26.337229,1.945159,-0.036125,-2.606361,0.144924,57.258307
26.393990,1.945775,-0.012883,-2.605055,0.147788,57.258307
26.450751,1.942693,0.015600,-2.601311,0.148188,57.258307
26.507513,1.940777,0.044215,-2.599804,0.147145,57.258307
26.564274,1.941209,0.068728,-2.598048,0.148876,57.258307
26.621035,1.941349,0.096637,-2.596233,0.147732,57.258307
26.677796,1.941808,0.123502,-2.593872,0.147532,57.258307
26.734558,1.938781,0.146297,-2.592068,0.151567,57.258307
26.791319,1.936337,0.173346,-2.590242,0.151649,57.258307
26.848080,1.938381,0.199221,-2.587632,0.151736,57.258307
26.904841,1.936383,0.220883,-2.585829,0.156278,57.258307
26.961603,1.934012,0.244980,-2.582591,0.159238,57.258307
27.018364,1.929271,0.272513,-2.580865,0.159012,57.258307
27.075125,1.925847,0.301003,-2.578844,0.157625,57.258307
27.131886,1.922478,0.330878,-2.577183,0.154741,57.258307
27.188648,1.917343,0.358815,-2.574630,0.154237,57.258307
27.245409,1.914554,0.385457,-2.572834,0.153936,57.258307
27.302170,1.910398,0.409361,-2.570186,0.156635,57.258307
27.358932,1.909343,0.435239,-2.567242,0.157020,57.258307
27.415693,1.902329,0.459273,-2.564212,0.160115,57.258307
27.472454,1.892849,0.485000,-2.561309,0.161965,57.258307
27.529215,1.888273,0.510999,-2.557998,0.162727,57.258307
27.585977,1.885158,0.540103,-2.554647,0.160435,57.258307
27.642738,1.881162,0.564654,-2.555449,0.160653,57.258307
27.699499,1.873554,0.590024,-2.554476,0.161255,57.258307
27.756260,1.865382,0.615947,-2.552049,0.161883,57.258307
27.813022,1.860325,0.642960,-2.550697,0.160662,57.258307
27.869783,1.850987,0.669281,-2.550582,0.159904,57.258307
27.926544,1.846280,0.696870,-2.548256,0.158391,57.258307
27.983306,1.838015,0.721595,-2.546346,0.159527,57.258307
28.040067,1.829212,0.747610,-2.543081,0.159957,57.258307
28.096828,1.822403,0.775926,-2.540984,0.157696,57.258307
28.153589,1.811664,0.801040,-2.539925,0.157914,57.258307
28.210351,1.802126,0.825876,-2.537937,0.158658,57.258307
28.267112,1.793883,0.848128,-2.536301,0.161560,57.258307
28.323873,1.782198,0.868355,-2.537337,0.165123,57.258307
28.380634,1.772544,0.891011,-2.535649,0.167511,57.258307
28.437396,1.762279,0.915717,-2.533214,0.168195,57.258307
28.494157,1.752106,0.940956,-2.532683,0.167604,57.258307
28.550918,1.741121,0.965015,-2.530980,0.168420,57.258307
28.607679,1.727850,0.989362,-2.530732,0.168112,57.258307
28.664441,1.715873,1.014543,-2.530013,0.167252,57.258307
28.721202,1.700882,1.038536,-2.530136,0.166731,57.258307
28.777963,1.685590,1.062905,-2.530187,0.165744,57.258307
28.834725,1.673026,1.086839,-2.528235,0.166096,57.258307
28.891486,1.659477,1.109391,-2.525485,0.167804,57.258307
28.948247,1.645143,1.133381,-2.524122,0.167469,57.258307
29.005008,1.627417,1.156306,-2.522349,0.167638,57.258307
29.061770,1.613800,1.175505,-2.520564,0.171709,57.258307
29.118531,1.596126,1.200112,-2.520130,0.169577,57.258307
29.175292,1.582132,1.224285,-2.519894,0.168250,57.258307
29.232053,1.565732,1.246389,-2.520866,0.167851,57.258307
29.288815,1.550753,1.267481,-2.519213,0.169492,57.258307
29.345576,1.533058,1.290035,-2.517996,0.168988,57.258307
29.402337,1.516257,1.313251,-2.517067,0.167842,57.258307
29.459098,1.499221,1.338374,-2.517237,0.164417,57.258307
29.515860,1.482734,1.362350,-2.515698,0.162715,57.258307
29.572621,1.464964,1.385310,-2.513620,0.161734,57.258307
29.629382,1.445096,1.404747,-2.512590,0.162790,57.258307
29.686144,1.425920,1.426636,-2.510286,0.162244,57.258307
29.742905,1.406248,1.447482,-2.507420,0.162600,57.258307
29.799666,1.387153,1.468489,-2.507597,0.161614,57.258307
29.856427,1.371466,1.488546,-2.505105,0.163484,57.258307
29.913189,1.353609,1.504988,-2.503800,0.167229,57.258307
29.969950,1.334313,1.524395,-2.502495,0.167885,57.258307
30.026711,1.313881,1.542620,-2.498126,0.170343,57.258307
30.083472,1.293124,1.562463,-2.498244,0.169314,57.258307
30.140234,1.274490,1.583416,-2.499633,0.167511,57.258307
30.196995,1.253148,1.601254,-2.499198,0.167957,57.258307
30.253756,1.233880,1.621988,-2.496487,0.167766,57.258307
30.310518,1.212661,1.639823,-2.495804,0.168183,57.258307
30.367279,1.189968,1.656661,-2.492343,0.169910,57.258307
30.424040,1.168383,1.672699,-2.491803,0.171309,57.258307
30.480801,1.144641,1.691476,-2.492868,0.168806,57.258307
30.537563,1.124077,1.708433,-2.493123,0.169386,57.258307
30.594324,1.104860,1.722584,-2.494491,0.172223,57.258307
30.651085,1.078139,1.735645,-2.492838,0.173598,57.258307
30.707846,1.054920,1.751717,-2.491268,0.174135,57.258307
30.764608,1.028779,1.765568,-2.491860,0.173930,57.258307
30.821369,1.006990,1.783043,-2.492479,0.172867,57.258307
30.878130,0.982607,1.796977,-2.491769,0.173736,57.258307
30.934891,0.960129,1.809468,-2.494496,0.175012,57.258307
30.991653,0.936685,1.822848,-2.491608,0.177450,57.258307
31.048414,0.909405,1.834076,-2.491967,0.178011,57.258307
31.105175,0.881052,1.848773,-2.491495,0.175671,57.258307
31.161937,0.854533,1.862763,-2.492794,0.173846,57.258307
31.218698,0.827347,1.877000,-2.495902,0.170565,57.258307
31.275459,0.803826,1.889385,-2.496267,0.171594,57.258307
31.332220,0.775334,1.899866,-2.496856,0.171202,57.258307
31.388982,0.751520,1.913206,-2.496441,0.171436,57.258307
31.445743,0.725959,1.924416,-2.498767,0.171008,57.258307
31.502504,0.700586,1.933458,-2.499360,0.172849,57.258307
31.559265,0.674358,1.943979,-2.503059,0.171731,57.258307
31.616027,0.647432,1.955436,-2.503192,0.170853,57.258307
31.672788,0.621884,1.964021,-2.503101,0.172755,57.258307
31.729549,0.593506,1.974768,-2.502869,0.171390,57.258307
31.786311,0.563932,1.984844,-2.501437,0.170151,57.258307
31.843072,0.537448,1.995168,-2.503691,0.168847,57.258307
31.899833,0.509141,2.003537,-2.503844,0.168538,57.258307
31.956594,0.481640,2.009916,-2.505490,0.169267,57.258307
32.013356,0.451608,2.016989,-2.505135,0.168665,57.258307
32.070117,0.423399,2.026407,-2.505233,0.167216,57.258307
32.126878,0.390906,2.033185,-2.504435,0.165197,57.258307
32.183639,0.363588,2.038982,-2.505810,0.165788,57.258307
32.240401,0.335438,2.046936,-2.506465,0.164605,57.258307
32.297162,0.308988,2.053117,-2.507641,0.165251,57.258307
32.353923,0.281881,2.057529,-2.507308,0.167142,57.258307
32.410684,0.257918,2.064917,-2.507428,0.168872,57.258307
32.467446,0.230195,2.068448,-2.508206,0.170118,57.258307
32.524207,0.203056,2.072467,-2.507961,0.171753,57.258307
32.580968,0.172860,2.077051,-2.509522,0.170035,57.258307
32.637730,0.143362,2.080614,-2.510414,0.169511,57.258307
32.694491,0.114981,2.084711,-2.511156,0.169342,57.258307
32.751252,0.087841,2.088959,-2.510528,0.170449,57.258307
32.808013,0.061521,2.092394,-2.512233,0.171413,57.258307
32.864775,0.030586,2.093196,-2.512194,0.171165,57.258307
32.921536,0.004006,2.094021,-2.513114,0.173387,57.258307
32.978297,-0.023994,2.095587,-2.512253,0.174891,57.258307
33.035058,-0.052578,2.095440,-2.516480,0.174323,57.258307
33.091820,-0.081165,2.097443,-2.519284,0.173191,57.258307
33.148581,-0.107184,2.099544,-2.519754,0.174901,57.258307
33.205342,-0.135677,2.098722,-2.522734,0.174876,57.258307
33.262104,-0.166340,2.096804,-2.525543,0.173604,57.258307
33.318865,-0.192090,2.098601,-2.525679,0.175486,57.258307
33.375626,-0.220256,2.100932,-2.525872,0.175235,57.258307
33.432387,-0.249951,2.100453,-2.528940,0.173555,57.258307
33.489149,-0.278946,2.099340,-2.530232,0.173360,57.258307
33.545910,-0.306955,2.097488,-2.531400,0.174180,57.258307
33.602671,-0.338705,2.092234,-2.533271,0.172719,57.258307
33.659432,-0.368841,2.089244,-2.534476,0.171889,57.258307
33.716194,-0.397222,2.086508,-2.535687,0.172265,57.258307
33.772955,-0.424990,2.081584,-2.537359,0.173539,57.258307
33.829716,-0.454844,2.077101,-2.538727,0.172934,57.258307
33.886477,-0.483565,2.072319,-2.540763,0.172903,57.258307
33.943239,-0.513154,2.066805,-2.542660,0.172290,57.258307
34.000000,-0.543669,2.060810,-2.543936,0.171181,57.258307
