t_s,x_m,y_m,z_m,error_norm_m,score_hint
22.036728,-2.665323,0.228484,-3.173794,0.166028,60.061398
22.086811,-2.666105,0.212881,-3.171752,0.168243,60.061398
22.136895,-2.670053,0.198538,-3.167578,0.169629,60.061398
22.186978,-2.675014,0.182034,-3.166273,0.167649,60.061398
22.237062,-2.677615,0.164365,-3.165584,0.166292,60.061398
22.287145,-2.681885,0.148799,-3.166958,0.163435,60.061398
22.337229,-2.685884,0.133813,-3.165473,0.162400,60.061398
22.387312,-2.689241,0.117610,-3.164226,0.160928,60.061398
22.437396,-2.692512,0.102223,-3.164722,0.158819,60.061398
22.487479,-2.693354,0.085528,-3.160620,0.159964,60.061398
22.537563,-2.696377,0.067650,-3.160068,0.156940,60.061398
22.587646,-2.699350,0.052143,-3.158713,0.155435,60.061398
22.637730,-2.701154,0.037010,-3.158875,0.153888,60.061398
22.687813,-2.704564,0.017317,-3.159391,0.148488,60.061398
22.737896,-2.703546,-0.002257,-3.158658,0.146444,60.061398
22.787980,-2.704446,-0.017382,-3.157323,0.145697,60.061398
22.838063,-2.703548,-0.037521,-3.155712,0.143346,60.061398
22.888147,-2.701804,-0.052817,-3.156543,0.142484,60.061398
22.938230,-2.700522,-0.068726,-3.155725,0.141737,60.061398
22.988314,-2.700539,-0.084343,-3.153921,0.140710,60.061398
23.038397,-2.699412,-0.101118,-3.152043,0.139585,60.061398
23.088481,-2.696401,-0.117114,-3.150341,0.139691,60.061398
23.138564,-2.696585,-0.133753,-3.148381,0.137515,60.061398
23.188648,-2.692826,-0.151334,-3.146791,0.136652,60.061398
23.238731,-2.691855,-0.166773,-3.145782,0.134844,60.061398
23.288815,-2.690359,-0.180693,-3.145158,0.133809,60.061398
23.338898,-2.685987,-0.196119,-3.142552,0.134447,60.061398
23.388982,-2.679771,-0.212730,-3.141106,0.134426,60.061398
23.439065,-2.675261,-0.228291,-3.138496,0.134595,60.061398
23.489149,-2.669323,-0.246237,-3.136414,0.133588,60.061398
23.539232,-2.664252,-0.264133,-3.137410,0.129991,60.061398
23.589316,-2.659311,-0.278605,-3.134195,0.130678,60.061398
23.639399,-2.654281,-0.292435,-3.134913,0.129059,60.061398
23.689482,-2.646142,-0.308941,-3.131447,0.129922,60.061398
23.739566,-2.639611,-0.323097,-3.127708,0.131244,60.061398
23.789649,-2.635078,-0.336082,-3.126534,0.130344,60.061398
23.839733,-2.631408,-0.350963,-3.124149,0.128578,60.061398
23.889816,-2.626572,-0.361071,-3.124010,0.128547,60.061398
23.939900,-2.622328,-0.375358,-3.120704,0.127742,60.061398
23.989983,-2.615845,-0.390577,-3.120981,0.124675,60.061398
24.040067,-2.607400,-0.405319,-3.121511,0.122261,60.061398
24.090150,-2.600925,-0.421132,-3.121369,0.118631,60.061398
24.140234,-2.593369,-0.435794,-3.121380,0.115790,60.061398
24.190317,-2.583951,-0.449504,-3.120891,0.114334,60.061398
24.240401,-2.576690,-0.462118,-3.120067,0.112767,60.061398
24.290484,-2.567321,-0.475384,-3.119119,0.111398,60.061398
24.340568,-2.558803,-0.490998,-3.116773,0.109049,60.061398
24.390651,-2.548732,-0.503717,-3.115896,0.107728,60.061398
24.440735,-2.539465,-0.515972,-3.114804,0.106358,60.061398
24.490818,-2.530565,-0.529056,-3.114632,0.103489,60.061398
24.540902,-2.521706,-0.541367,-3.113599,0.101532,60.061398
24.590985,-2.510001,-0.551962,-3.110892,0.102420,60.061398
24.641068,-2.499468,-0.560750,-3.110089,0.102492,60.061398
24.691152,-2.487310,-0.575199,-3.107113,0.100881,60.061398
24.741235,-2.475129,-0.586800,-3.103779,0.101134,60.061398
24.791319,-2.461156,-0.598329,-3.103033,0.099598,60.061398
24.841402,-2.449154,-0.608106,-3.099513,0.100612,60.061398
24.891486,-2.433837,-0.617310,-3.100385,0.098950,60.061398
24.941569,-2.420135,-0.624768,-3.098167,0.100160,60.061398
24.991653,-2.408276,-0.633024,-3.096979,0.099503,60.061398
25.041736,-2.394625,-0.644147,-3.095778,0.097343,60.061398
25.091820,-2.381584,-0.654805,-3.094999,0.094821,60.061398
25.141903,-2.366160,-0.662092,-3.093550,0.094933,60.061398
25.191987,-2.352479,-0.670742,-3.092250,0.093660,60.061398
25.242070,-2.340014,-0.680096,-3.089639,0.092775,60.061398
25.292154,-2.325308,-0.689062,-3.088654,0.090905,60.061398
25.342237,-2.309039,-0.696843,-3.085729,0.091299,60.061398
25.392321,-2.292671,-0.703393,-3.083863,0.091240,60.061398
25.442404,-2.277881,-0.709998,-3.083681,0.089375,60.061398
25.492487,-2.263053,-0.716507,-3.083251,0.087633,60.061398
25.542571,-2.247675,-0.722903,-3.080813,0.087595,60.061398
25.592654,-2.228594,-0.729363,-3.078090,0.087793,60.061398
25.642738,-2.213001,-0.733837,-3.077097,0.087096,60.061398
25.692821,-2.197910,-0.743534,-3.076832,0.083344,60.061398
25.742905,-2.182459,-0.747735,-3.073156,0.085067,60.061398
25.792988,-2.166482,-0.754033,-3.073856,0.081911,60.061398
25.843072,-2.152099,-0.758151,-3.072625,0.081567,60.061398
25.893155,-2.132415,-0.765272,-3.071134,0.079775,60.061398
25.943239,-2.115109,-0.771088,-3.067810,0.080562,60.061398
25.993322,-2.097038,-0.777928,-3.065763,0.079944,60.061398
26.043406,-2.077425,-0.783518,-3.064595,0.078699,60.061398
26.093489,-2.055920,-0.785270,-3.060837,0.080387,60.061398
26.143573,-2.038050,-0.785758,-3.056476,0.083439,60.061398
26.193656,-2.020449,-0.787674,-3.053767,0.084754,60.061398
26.243740,-2.003524,-0.788074,-3.052402,0.085249,60.061398
26.293823,-1.982652,-0.788425,-3.051480,0.084433,60.061398
26.343907,-1.963297,-0.788933,-3.049406,0.085104,60.061398
26.393990,-1.945810,-0.790985,-3.047432,0.086146,60.061398
26.444073,-1.926784,-0.788406,-3.045553,0.087228,60.061398
26.494157,-1.908420,-0.789460,-3.042275,0.089622,60.061398
26.544240,-1.889891,-0.789559,-3.039426,0.091819,60.061398
26.594324,-1.868970,-0.788812,-3.038512,0.091492,60.061398
26.644407,-1.852577,-0.788265,-3.037821,0.093077,60.061398
26.694491,-1.832772,-0.787015,-3.033585,0.096558,60.061398
26.744574,-1.810909,-0.784929,-3.031618,0.097186,60.061398
26.794658,-1.789586,-0.781155,-3.032812,0.095405,60.061398
26.844741,-1.765843,-0.776207,-3.030901,0.095217,60.061398
26.894825,-1.744127,-0.771492,-3.029048,0.096101,60.061398
26.944908,-1.723354,-0.769241,-3.029739,0.095484,60.061398
26.994992,-1.698626,-0.763885,-3.029702,0.093457,60.061398
27.045075,-1.676866,-0.761444,-3.028400,0.094344,60.061398
27.095159,-1.654483,-0.757685,-3.026274,0.095695,60.061398
27.145242,-1.635930,-0.753881,-3.025151,0.098679,60.061398
27.195326,-1.612456,-0.752890,-3.024458,0.099041,60.061398
27.245409,-1.591182,-0.749663,-3.022195,0.102007,60.061398
27.295492,-1.567891,-0.745145,-3.018024,0.105172,60.061398
27.345576,-1.545241,-0.738878,-3.016103,0.106880,60.061398
27.395659,-1.519771,-0.733701,-3.015171,0.106496,60.061398
27.445743,-1.492554,-0.726831,-3.014183,0.104887,60.061398
27.495826,-1.467861,-0.723911,-3.011484,0.107360,60.061398
27.545910,-1.442817,-0.715644,-3.010167,0.107375,60.061398
27.595993,-1.418198,-0.708813,-3.008100,0.108806,60.061398
27.646077,-1.393346,-0.703179,-3.006810,0.110134,60.061398
27.696160,-1.366118,-0.694403,-3.005576,0.109164,60.061398
27.746244,-1.341801,-0.685199,-3.005415,0.109284,60.061398
27.796327,-1.314367,-0.676663,-3.002645,0.109728,60.061398
27.846411,-1.290110,-0.671283,-3.001142,0.112638,60.061398
27.896494,-1.267687,-0.661828,-3.000791,0.114660,60.061398
27.946578,-1.241883,-0.654899,-3.000456,0.115816,60.061398
27.996661,-1.216333,-0.643740,-2.997348,0.117406,60.061398
28.046745,-1.194596,-0.634943,-2.993948,0.122833,60.061398
28.096828,-1.169780,-0.624230,-2.992262,0.124583,60.061398
28.146912,-1.143793,-0.612797,-2.990342,0.125593,60.061398
28.196995,-1.116735,-0.598381,-2.988782,0.124622,60.061398
28.247078,-1.092878,-0.584068,-2.986970,0.126258,60.061398
28.297162,-1.066837,-0.572333,-2.988030,0.125868,60.061398
28.347245,-1.037030,-0.560082,-2.986385,0.124418,60.061398
28.397329,-1.012785,-0.546421,-2.984732,0.126510,60.061398
28.447412,-0.988594,-0.536060,-2.984189,0.129509,60.061398
28.497496,-0.964431,-0.523274,-2.982257,0.132564,60.061398
28.547579,-0.937549,-0.508854,-2.983214,0.131590,60.061398
28.597663,-0.911442,-0.498718,-2.981087,0.134724,60.061398
28.647746,-0.883833,-0.486235,-2.980419,0.135201,60.061398
28.697830,-0.857406,-0.472044,-2.976343,0.137749,60.061398
28.747913,-0.831313,-0.457666,-2.974981,0.139222,60.061398
28.797997,-0.802543,-0.446831,-2.974331,0.139954,60.061398
28.848080,-0.777470,-0.433730,-2.974887,0.142119,60.061398
28.898164,-0.748835,-0.421291,-2.971650,0.143849,60.061398
28.948247,-0.723505,-0.409755,-2.969344,0.148194,60.061398
28.998331,-0.697589,-0.393857,-2.967164,0.150171,60.061398
29.048414,-0.672140,-0.381015,-2.967256,0.153006,60.061398
29.098497,-0.645961,-0.366145,-2.965806,0.155187,60.061398
29.148581,-0.616790,-0.352357,-2.964311,0.155687,60.061398
29.198664,-0.588905,-0.339645,-2.961685,0.158294,60.061398
29.248748,-0.561695,-0.327639,-2.960178,0.161415,60.061398
29.298831,-0.529977,-0.314254,-2.956916,0.161318,60.061398
29.348915,-0.499115,-0.297327,-2.953268,0.160365,60.061398
29.398998,-0.471828,-0.284478,-2.953177,0.162705,60.061398
29.449082,-0.440918,-0.272843,-2.951525,0.163845,60.061398
29.499165,-0.413018,-0.257694,-2.948066,0.166137,60.061398
29.549249,-0.384853,-0.242487,-2.947066,0.167238,60.061398
29.599332,-0.358363,-0.228106,-2.943669,0.171064,60.061398
29.649416,-0.329780,-0.211948,-2.942092,0.171693,60.061398
29.699499,-0.301639,-0.195886,-2.940111,0.172906,60.061398
29.749583,-0.273398,-0.180242,-2.939299,0.173846,60.061398
29.799666,-0.245749,-0.165413,-2.936706,0.176424,60.061398
29.849750,-0.218838,-0.149070,-2.934054,0.178749,60.061398
29.899833,-0.189642,-0.131956,-2.930613,0.179322,60.061398
29.949917,-0.161101,-0.112800,-2.928790,0.178628,60.061398
30.000000,-0.130686,-0.096608,-2.926585,0.178330,60.061398
